Date,Country ,Technology,SiteName,Volume,country,date,updatedby,updatetime,Country
2024-04-07,,Gas,Pembroke-1,6306.0,United Kingdom,2024-04-07,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-08,,Gas,Pembroke-1,7823.0,United Kingdom,2024-04-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-09,,Gas,Pembroke-1,8087.0,United Kingdom,2024-04-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-10,,Gas,Pembroke-1,7432.0,United Kingdom,2024-04-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-11,,Gas,Pembroke-1,8007.0,United Kingdom,2024-04-11,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-13,,Gas,Pembroke-1,6360.0,United Kingdom,2024-04-13,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-26,,Gas,Pembroke-1,8501.0,United Kingdom,2024-04-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-01,,Gas,Pembroke-1,6518.0,United Kingdom,2024-04-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-14,,Gas,Pembroke-1,6917.0,United Kingdom,2024-04-14,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-16,,Gas,Pembroke-1,6284.0,United Kingdom,2024-04-16,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-17,,Gas,Pembroke-1,7601.0,United Kingdom,2024-04-17,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-18,,Gas,Pembroke-1,7599.0,United Kingdom,2024-04-18,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-19,,Gas,Pembroke-1,8373.0,United Kingdom,2024-04-19,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-20,,Gas,Pembroke-1,5338.0,United Kingdom,2024-04-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-21,,Gas,Pembroke-1,6177.0,United Kingdom,2024-04-21,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-22,,Gas,Pembroke-1,5487.0,United Kingdom,2024-04-22,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-23,,Gas,Pembroke-1,7789.0,United Kingdom,2024-04-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-24,,Gas,Pembroke-1,6023.0,United Kingdom,2024-04-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-25,,Gas,Pembroke-1,6705.0,United Kingdom,2024-04-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-04-30,,Gas,Pembroke-1,8379.0,United Kingdom,2024-04-30,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-26,,Gas,Pembroke-1,5499.0,United Kingdom,2024-07-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-29,,Gas,Pembroke-2,7567.0,United Kingdom,2024-08-29,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-12,,Gas,Pembroke-1,8052.0,United Kingdom,2024-05-12,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-30,,Gas,Pembroke-1,5903.0,United Kingdom,2024-05-30,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-28,,Gas,Pembroke-1,6198.0,United Kingdom,2024-05-28,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-02,,Gas,Pembroke-1,6446.0,United Kingdom,2024-05-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-03,,Gas,Pembroke-1,7370.0,United Kingdom,2024-05-03,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-04,,Gas,Pembroke-1,7031.0,United Kingdom,2024-05-04,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-05,,Gas,Pembroke-1,6486.0,United Kingdom,2024-05-05,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-06,,Gas,Pembroke-1,8598.0,United Kingdom,2024-05-06,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-07,,Gas,Pembroke-1,6305.0,United Kingdom,2024-05-07,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-08,,Gas,Pembroke-1,8930.0,United Kingdom,2024-05-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-09,,Gas,Pembroke-1,8458.0,United Kingdom,2024-05-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-10,,Gas,Pembroke-1,5932.0,United Kingdom,2024-05-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-11,,Gas,Pembroke-1,8328.0,United Kingdom,2024-05-11,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-13,,Gas,Pembroke-1,7042.0,United Kingdom,2024-05-13,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-14,,Gas,Pembroke-1,8178.0,United Kingdom,2024-06-14,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-29,,Gas,Pembroke-1,6164.0,United Kingdom,2024-05-29,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-14,,Gas,Pembroke-1,5434.0,United Kingdom,2024-05-14,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-16,,Gas,Pembroke-1,6840.0,United Kingdom,2024-05-16,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-17,,Gas,Pembroke-1,8596.0,United Kingdom,2024-05-17,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-18,,Gas,Pembroke-1,7423.0,United Kingdom,2024-05-18,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-19,,Gas,Pembroke-1,5325.0,United Kingdom,2024-05-19,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-20,,Gas,Pembroke-1,6976.0,United Kingdom,2024-05-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-21,,Gas,Pembroke-1,6624.0,United Kingdom,2024-05-21,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-22,,Gas,Pembroke-1,8449.0,United Kingdom,2024-05-22,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-23,,Gas,Pembroke-1,8443.0,United Kingdom,2024-05-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-24,,Gas,Pembroke-1,8923.0,United Kingdom,2024-05-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-25,,Gas,Pembroke-1,5190.0,United Kingdom,2024-05-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-27,,Gas,Pembroke-1,8285.0,United Kingdom,2024-06-27,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-26,,Gas,Pembroke-1,5378.0,United Kingdom,2024-06-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-27,,Gas,Pembroke-1,5009.0,United Kingdom,2024-05-27,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-11,,Gas,Pembroke-1,6293.0,United Kingdom,2024-06-11,petroineos,2025-06-04 17:08:59.939915,GB
2024-01-01,,Gas,Pembroke-2,8398.0,United Kingdom,2024-01-01,petroineos,2025-06-04 17:08:59.939915,GB
2025-04-24,,Gas,Pembroke-1,8547.0,United Kingdom,2025-04-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-01,,Gas,Pembroke-1,6658.0,United Kingdom,2024-06-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-02,,Gas,Pembroke-1,5647.0,United Kingdom,2024-06-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-03,,Gas,Pembroke-1,7920.0,United Kingdom,2024-06-03,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-04,,Gas,Pembroke-1,5001.0,United Kingdom,2024-06-04,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-05,,Gas,Pembroke-1,7923.0,United Kingdom,2024-06-05,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-06,,Gas,Pembroke-1,6694.0,United Kingdom,2024-06-06,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-07,,Gas,Pembroke-1,5789.0,United Kingdom,2024-06-07,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-08,,Gas,Pembroke-1,5889.0,United Kingdom,2024-06-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-09,,Gas,Pembroke-1,8394.0,United Kingdom,2024-06-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-10,,Gas,Pembroke-1,5562.0,United Kingdom,2024-06-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-12,,Gas,Pembroke-1,7579.0,United Kingdom,2024-06-12,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-25,,Gas,Pembroke-1,6570.0,United Kingdom,2024-06-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-31,,Gas,Pembroke-1,8832.0,United Kingdom,2024-05-31,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-13,,Gas,Pembroke-1,8433.0,United Kingdom,2024-06-13,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-15,,Gas,Pembroke-1,7694.0,United Kingdom,2024-06-15,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-16,,Gas,Pembroke-1,8145.0,United Kingdom,2024-06-16,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-17,,Gas,Pembroke-1,5609.0,United Kingdom,2024-06-17,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-18,,Gas,Pembroke-1,5901.0,United Kingdom,2024-06-18,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-19,,Gas,Pembroke-1,6455.0,United Kingdom,2024-06-19,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-20,,Gas,Pembroke-1,6561.0,United Kingdom,2024-06-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-21,,Gas,Pembroke-1,8658.0,United Kingdom,2024-06-21,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-22,,Gas,Pembroke-1,8172.0,United Kingdom,2024-06-22,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-23,,Gas,Pembroke-1,5989.0,United Kingdom,2024-06-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-24,,Gas,Pembroke-1,8978.0,United Kingdom,2024-06-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-26,,Gas,Pembroke-1,6828.0,United Kingdom,2024-05-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-15,,Gas,Pembroke-1,8938.0,United Kingdom,2024-05-15,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-25,,Gas,Pembroke-1,5851.0,United Kingdom,2024-07-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-11,,Gas,Pembroke-1,6701.0,United Kingdom,2024-07-11,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-29,,Gas,Pembroke-1,7484.0,United Kingdom,2024-07-29,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-27,,Gas,Pembroke-1,6024.0,United Kingdom,2024-07-27,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-01,,Gas,Pembroke-1,5163.0,United Kingdom,2024-07-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-02,,Gas,Pembroke-1,8761.0,United Kingdom,2024-07-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-03,,Gas,Pembroke-1,6317.0,United Kingdom,2024-07-03,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-04,,Gas,Pembroke-1,7144.0,United Kingdom,2024-07-04,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-05,,Gas,Pembroke-1,5077.0,United Kingdom,2024-07-05,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-06,,Gas,Pembroke-1,8707.0,United Kingdom,2024-07-06,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-07,,Gas,Pembroke-1,6534.0,United Kingdom,2024-07-07,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-08,,Gas,Pembroke-1,7105.0,United Kingdom,2024-07-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-09,,Gas,Pembroke-1,7843.0,United Kingdom,2024-07-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-10,,Gas,Pembroke-1,8065.0,United Kingdom,2024-07-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-12,,Gas,Pembroke-1,7424.0,United Kingdom,2024-07-12,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-13,,Gas,Pembroke-1,7122.0,United Kingdom,2024-08-13,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-28,,Gas,Pembroke-1,7807.0,United Kingdom,2024-07-28,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-13,,Gas,Pembroke-1,8103.0,United Kingdom,2024-07-13,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-15,,Gas,Pembroke-1,7559.0,United Kingdom,2024-07-15,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-16,,Gas,Pembroke-1,6396.0,United Kingdom,2024-07-16,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-17,,Gas,Pembroke-1,5726.0,United Kingdom,2024-07-17,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-18,,Gas,Pembroke-1,8631.0,United Kingdom,2024-07-18,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-19,,Gas,Pembroke-1,7971.0,United Kingdom,2024-07-19,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-20,,Gas,Pembroke-1,7326.0,United Kingdom,2024-07-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-21,,Gas,Pembroke-1,8983.0,United Kingdom,2024-07-21,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-22,,Gas,Pembroke-1,5641.0,United Kingdom,2024-07-22,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-23,,Gas,Pembroke-1,8186.0,United Kingdom,2024-07-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-24,,Gas,Pembroke-1,5578.0,United Kingdom,2024-07-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-29,,Gas,Pembroke-1,6547.0,United Kingdom,2024-06-29,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-25,,Gas,Pembroke-1,7104.0,United Kingdom,2024-08-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-05-01,,Gas,Pembroke-1,8477.0,United Kingdom,2024-05-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-10,,Gas,Pembroke-1,8086.0,United Kingdom,2024-08-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-28,,Gas,Pembroke-1,8918.0,United Kingdom,2024-06-28,petroineos,2025-06-04 17:08:59.939915,GB
2024-06-30,,Gas,Pembroke-1,6279.0,United Kingdom,2024-06-30,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-31,,Gas,Pembroke-1,8399.0,United Kingdom,2024-07-31,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-01,,Gas,Pembroke-1,5538.0,United Kingdom,2024-08-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-02,,Gas,Pembroke-1,8536.0,United Kingdom,2024-08-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-03,,Gas,Pembroke-1,6581.0,United Kingdom,2024-08-03,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-04,,Gas,Pembroke-1,7210.0,United Kingdom,2024-08-04,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-05,,Gas,Pembroke-1,6285.0,United Kingdom,2024-08-05,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-06,,Gas,Pembroke-1,8977.0,United Kingdom,2024-08-06,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-07,,Gas,Pembroke-1,8263.0,United Kingdom,2024-08-07,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-08,,Gas,Pembroke-1,5801.0,United Kingdom,2024-08-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-09,,Gas,Pembroke-1,8855.0,United Kingdom,2024-08-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-11,,Gas,Pembroke-1,8621.0,United Kingdom,2024-08-11,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-24,,Gas,Pembroke-1,5647.0,United Kingdom,2024-08-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-07-30,,Gas,Pembroke-1,6156.0,United Kingdom,2024-07-30,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-12,,Gas,Pembroke-1,6934.0,United Kingdom,2024-08-12,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-14,,Gas,Pembroke-1,7033.0,United Kingdom,2024-08-14,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-15,,Gas,Pembroke-1,7361.0,United Kingdom,2024-08-15,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-16,,Gas,Pembroke-1,7041.0,United Kingdom,2024-08-16,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-17,,Gas,Pembroke-1,5960.0,United Kingdom,2024-08-17,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-18,,Gas,Pembroke-1,6735.0,United Kingdom,2024-08-18,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-19,,Gas,Pembroke-1,5049.0,United Kingdom,2024-08-19,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-20,,Gas,Pembroke-1,6353.0,United Kingdom,2024-08-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-21,,Gas,Pembroke-1,8753.0,United Kingdom,2024-08-21,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-22,,Gas,Pembroke-1,8457.0,United Kingdom,2024-08-22,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-23,,Gas,Pembroke-1,6754.0,United Kingdom,2024-08-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-03-26,,Gas,Pembroke-1,8091.0,United Kingdom,2024-03-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-03-27,,Gas,Pembroke-1,8867.0,United Kingdom,2024-03-27,petroineos,2025-06-04 17:08:59.939915,GB
2024-03-28,,Gas,Pembroke-1,7766.0,United Kingdom,2024-03-28,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-07,,Gas,Pembroke-1,8665.0,United Kingdom,2024-09-07,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-12,,Gas,Pembroke-1,5162.0,United Kingdom,2024-10-12,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-25,,Gas,Pembroke-1,6665.0,United Kingdom,2024-10-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-27,,Gas,Pembroke-1,5356.0,United Kingdom,2024-09-27,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-25,,Gas,Pembroke-1,8919.0,United Kingdom,2024-09-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-30,,Gas,Pembroke-1,6948.0,United Kingdom,2024-08-30,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-31,,Gas,Pembroke-1,5979.0,United Kingdom,2024-08-31,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-01,,Gas,Pembroke-1,8697.0,United Kingdom,2024-09-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-02,,Gas,Pembroke-1,7422.0,United Kingdom,2024-09-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-03,,Gas,Pembroke-1,8791.0,United Kingdom,2024-09-03,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-04,,Gas,Pembroke-1,8608.0,United Kingdom,2024-09-04,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-05,,Gas,Pembroke-1,8520.0,United Kingdom,2024-09-05,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-06,,Gas,Pembroke-1,7566.0,United Kingdom,2024-09-06,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-08,,Gas,Pembroke-1,7954.0,United Kingdom,2024-09-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-23,,Gas,Pembroke-1,7051.0,United Kingdom,2024-10-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-09,,Gas,Pembroke-1,7304.0,United Kingdom,2024-09-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-10,,Gas,Pembroke-1,6629.0,United Kingdom,2024-09-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-26,,Gas,Pembroke-1,5160.0,United Kingdom,2024-09-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-11,,Gas,Pembroke-1,8737.0,United Kingdom,2024-09-11,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-13,,Gas,Pembroke-1,6201.0,United Kingdom,2024-09-13,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-14,,Gas,Pembroke-1,7685.0,United Kingdom,2024-09-14,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-15,,Gas,Pembroke-1,7994.0,United Kingdom,2024-09-15,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-16,,Gas,Pembroke-1,8925.0,United Kingdom,2024-09-16,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-17,,Gas,Pembroke-1,6364.0,United Kingdom,2024-09-17,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-18,,Gas,Pembroke-1,7248.0,United Kingdom,2024-09-18,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-19,,Gas,Pembroke-1,6343.0,United Kingdom,2024-09-19,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-20,,Gas,Pembroke-1,7622.0,United Kingdom,2024-09-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-24,,Gas,Pembroke-1,5582.0,United Kingdom,2024-10-24,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-22,,Gas,Pembroke-1,7690.0,United Kingdom,2024-10-22,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-22,,Gas,Pembroke-1,5494.0,United Kingdom,2024-09-22,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-07,,Gas,Pembroke-1,7786.0,United Kingdom,2024-10-07,petroineos,2025-06-04 17:08:59.939915,GB
2025-03-12,,Gas,Pembroke-1,7492.0,United Kingdom,2025-03-12,petroineos,2025-06-04 17:08:59.939915,GB
2024-12-27,,Gas,Pembroke-1,7746.0,United Kingdom,2024-12-27,petroineos,2025-06-04 17:08:59.939915,GB
2024-12-26,,Gas,Pembroke-1,7507.0,United Kingdom,2024-12-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-12-25,,Gas,Pembroke-1,7432.0,United Kingdom,2024-12-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-29,,Gas,Pembroke-1,7642.0,United Kingdom,2024-09-29,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-30,,Gas,Pembroke-1,7569.0,United Kingdom,2024-09-30,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-01,,Gas,Pembroke-1,6849.0,United Kingdom,2024-10-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-02,,Gas,Pembroke-1,7552.0,United Kingdom,2024-10-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-03,,Gas,Pembroke-1,7351.0,United Kingdom,2024-10-03,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-04,,Gas,Pembroke-1,7250.0,United Kingdom,2024-10-04,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-05,,Gas,Pembroke-1,7385.0,United Kingdom,2024-10-05,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-06,,Gas,Pembroke-1,6745.0,United Kingdom,2024-10-06,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-08,,Gas,Pembroke-1,7444.0,United Kingdom,2024-10-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-21,,Gas,Pembroke-1,8200.0,United Kingdom,2024-10-21,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-09,,Gas,Pembroke-1,6534.0,United Kingdom,2024-10-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-10,,Gas,Pembroke-1,8531.0,United Kingdom,2024-10-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-28,,Gas,Pembroke-1,8268.0,United Kingdom,2024-09-28,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-11,,Gas,Pembroke-1,8215.0,United Kingdom,2024-10-11,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-13,,Gas,Pembroke-1,5796.0,United Kingdom,2024-10-13,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-14,,Gas,Pembroke-1,6943.0,United Kingdom,2024-10-14,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-15,,Gas,Pembroke-1,6346.0,United Kingdom,2024-10-15,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-16,,Gas,Pembroke-1,7960.0,United Kingdom,2024-10-16,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-17,,Gas,Pembroke-1,6739.0,United Kingdom,2024-10-17,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-18,,Gas,Pembroke-1,7973.0,United Kingdom,2024-10-18,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-19,,Gas,Pembroke-1,8369.0,United Kingdom,2024-10-19,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-20,,Gas,Pembroke-1,6094.0,United Kingdom,2024-10-20,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-21,,Gas,Pembroke-1,7319.0,United Kingdom,2024-09-21,petroineos,2025-06-04 17:08:59.939915,GB
2024-09-23,,Gas,Pembroke-1,5149.0,United Kingdom,2024-09-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-08-26,,Gas,Pembroke-1,7674.0,United Kingdom,2024-08-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-06,,Gas,Pembroke-1,5188.0,United Kingdom,2024-11-06,petroineos,2025-06-04 17:08:59.939915,GB
2024-12-12,,Gas,Pembroke-1,5026.0,United Kingdom,2024-12-12,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-27,,Gas,Pembroke-1,8828.0,United Kingdom,2024-11-27,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-26,,Gas,Pembroke-1,5695.0,United Kingdom,2024-11-26,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-25,,Gas,Pembroke-1,6020.0,United Kingdom,2024-11-25,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-29,,Gas,Pembroke-1,8038.0,United Kingdom,2024-10-29,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-30,,Gas,Pembroke-1,8786.0,United Kingdom,2024-10-30,petroineos,2025-06-04 17:08:59.939915,GB
2024-10-31,,Gas,Pembroke-1,8923.0,United Kingdom,2024-10-31,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-01,,Gas,Pembroke-1,8081.0,United Kingdom,2024-11-01,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-02,,Gas,Pembroke-1,8130.0,United Kingdom,2024-11-02,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-03,,Gas,Pembroke-1,7129.0,United Kingdom,2024-11-03,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-04,,Gas,Pembroke-1,6571.0,United Kingdom,2024-11-04,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-05,,Gas,Pembroke-1,5218.0,United Kingdom,2024-11-05,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-07,,Gas,Pembroke-1,7651.0,United Kingdom,2024-11-07,petroineos,2025-06-04 17:08:59.939915,GB
2024-12-23,,Gas,Pembroke-1,8773.0,United Kingdom,2024-12-23,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-08,,Gas,Pembroke-1,7049.0,United Kingdom,2024-11-08,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-09,,Gas,Pembroke-1,6582.0,United Kingdom,2024-11-09,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-10,,Gas,Pembroke-1,6177.0,United Kingdom,2024-11-10,petroineos,2025-06-04 17:08:59.939915,GB
2024-11-11,,Gas,Pembroke-1,8258.0,United Kingdom,2024-11-11,petroineos,2025-06-04 17:08:59.939915,GB
